run_name,model_family,method,estimated_bits_int4_delta,relative_fro_error,rank,block_size
bert_query_only,BERT,lowrank_svd,24576,0.9662427306175232,4,32
bert_query_only,BERT,lowrank_svd,49152,0.9393500685691832,8,32
bert_query_only,BERT,bcm_only,73728,0.998323142528534,0,32
bert_query_only,BERT,bcm_plus_lowrank,98304,0.9647914171218872,4,32
bert_query_only,BERT,bcm_plus_lowrank,122880,0.937635898590088,8,32
bitnet_downproj_retry,BitNet,lowrank_svd,90112,0.962598979473114,4,32
bitnet_downproj_retry,BitNet,lowrank_svd,180224,0.9572067856788636,8,32
bitnet_downproj_retry,BitNet,lowrank_svd,90112,0.963281750679016,4,64
bitnet_downproj_retry,BitNet,lowrank_svd,180224,0.957260251045227,8,64
bitnet_downproj_retry,BitNet,bcm_only,786432,0.9874567985534668,0,32
bitnet_downproj_retry,BitNet,bcm_only,393216,0.993623673915863,0,64
bitnet_downproj_retry,BitNet,bcm_plus_lowrank,876544,0.9561945796012878,4,32
bitnet_downproj_retry,BitNet,bcm_plus_lowrank,966656,0.9487605690956116,8,32
bitnet_downproj_retry,BitNet,bcm_plus_lowrank,483328,0.9625266790390016,4,64
bitnet_downproj_retry,BitNet,bcm_plus_lowrank,573440,0.9543927311897278,8,64
bitnet_downproj_retry,BitNet,generator_delta_bcm,3932160,1.0579220056533811,0,32
bitnet_downproj_retry,BitNet,generator_delta_bcm,1966080,1.014576077461243,0,64
bitnet_qproj_retry,BitNet,lowrank_svd,49152,0.9305311441421508,4,32
bitnet_qproj_retry,BitNet,lowrank_svd,98304,0.9156500101089478,8,32
bitnet_qproj_retry,BitNet,lowrank_svd,49152,0.9312646389007568,4,64
bitnet_qproj_retry,BitNet,lowrank_svd,98304,0.916195273399353,8,64
bitnet_qproj_retry,BitNet,bcm_only,294912,0.989534080028534,0,32
bitnet_qproj_retry,BitNet,bcm_only,147456,0.9943197965621948,0,64
bitnet_qproj_retry,BitNet,bcm_plus_lowrank,344064,0.930387318134308,4,32
bitnet_qproj_retry,BitNet,bcm_plus_lowrank,393216,0.9112623929977416,8,32
bitnet_qproj_retry,BitNet,bcm_plus_lowrank,196608,0.9354217648506165,4,64
bitnet_qproj_retry,BitNet,bcm_plus_lowrank,245760,0.9178496599197388,8,64
llama2_qproj_gpu,LLaMA,lowrank_svd,131072,0.8245810866355896,4,32
llama2_qproj_gpu,LLaMA,lowrank_svd,262144,0.7361974120140076,8,32
llama2_qproj_gpu,LLaMA,bcm_only,2097152,1.081268072128296,0,32
llama2_qproj_gpu,LLaMA,bcm_plus_lowrank,2228224,0.9374072551727296,4,32
llama2_qproj_gpu,LLaMA,bcm_plus_lowrank,2359296,0.8727145791053772,8,32
llama2_qproj_retry,LLaMA,lowrank_svd,131072,0.8245810866355896,4,16
llama2_qproj_retry,LLaMA,lowrank_svd,262144,0.7361974120140076,8,16
llama2_qproj_retry,LLaMA,lowrank_svd,524288,0.6321438550949097,16,16
llama2_qproj_retry,LLaMA,lowrank_svd,131072,0.8264912366867065,4,32
llama2_qproj_retry,LLaMA,lowrank_svd,262144,0.7438784837722778,8,32
llama2_qproj_retry,LLaMA,lowrank_svd,524288,0.6344022750854492,16,32
llama2_qproj_retry,LLaMA,lowrank_svd,131072,0.8283485174179077,4,64
llama2_qproj_retry,LLaMA,lowrank_svd,262144,0.7414636611938477,8,64
llama2_qproj_retry,LLaMA,lowrank_svd,524288,0.6336116790771484,16,64
llama2_qproj_retry,LLaMA,bcm_only,4194304,1.2852177619934082,0,16
llama2_qproj_retry,LLaMA,bcm_only,2097152,1.0813905000686646,0,32
llama2_qproj_retry,LLaMA,bcm_only,1048576,1.0390665531158447,0,64
llama2_qproj_retry,LLaMA,bcm_plus_lowrank,4325376,1.1764088869094849,4,16
llama2_qproj_retry,LLaMA,bcm_plus_lowrank,4456448,1.1235069036483765,8,16
llama2_qproj_retry,LLaMA,bcm_plus_lowrank,4718592,1.068585991859436,16,16
llama2_qproj_retry,LLaMA,bcm_plus_lowrank,2228224,0.9472663402557372,4,32
llama2_qproj_retry,LLaMA,bcm_plus_lowrank,2359296,0.8676841259002686,8,32
llama2_qproj_retry,LLaMA,bcm_plus_lowrank,2621440,0.7943308353424072,16,32
llama2_qproj_retry,LLaMA,bcm_plus_lowrank,1179648,0.8923934102058411,4,64
llama2_qproj_retry,LLaMA,bcm_plus_lowrank,1310720,0.8187664747238159,8,64
llama2_qproj_retry,LLaMA,bcm_plus_lowrank,1572864,0.7317479848861694,16,64
mistral_qproj_retry,Mistral,lowrank_svd,131072,0.7177222371101379,4,16
mistral_qproj_retry,Mistral,lowrank_svd,262144,0.5876755714416504,8,16
mistral_qproj_retry,Mistral,lowrank_svd,131072,0.7045063972473145,4,32
mistral_qproj_retry,Mistral,lowrank_svd,262144,0.5853903293609619,8,32
mistral_qproj_retry,Mistral,bcm_only,4194304,2.9381511211395264,0,16
mistral_qproj_retry,Mistral,bcm_only,2097152,1.767907738685608,0,32
mistral_qproj_retry,Mistral,bcm_plus_lowrank,4325376,2.866317749023437,4,16
mistral_qproj_retry,Mistral,bcm_plus_lowrank,4456448,2.8496015071868896,8,16
mistral_qproj_retry,Mistral,bcm_plus_lowrank,2228224,1.638690948486328,4,32
mistral_qproj_retry,Mistral,bcm_plus_lowrank,2359296,1.5969340801239014,8,32
mistral_qproj_retry,Mistral,generator_delta_bcm,20971520,15.416841506958008,0,16
mistral_qproj_retry,Mistral,generator_delta_bcm,10485760,7.833737850189209,0,32
qwen2_5_qproj_retry,Qwen2.5,lowrank_svd,49152,0.8879282474517822,4,16
qwen2_5_qproj_retry,Qwen2.5,lowrank_svd,98304,0.8622392416000366,8,16
qwen2_5_qproj_retry,Qwen2.5,lowrank_svd,49152,0.8882853388786316,4,32
qwen2_5_qproj_retry,Qwen2.5,lowrank_svd,98304,0.8599575757980347,8,32
qwen2_5_qproj_retry,Qwen2.5,bcm_only,589824,1.0000689029693604,0,16
qwen2_5_qproj_retry,Qwen2.5,bcm_only,294912,0.9950040578842164,0,32
qwen2_5_qproj_retry,Qwen2.5,bcm_plus_lowrank,638976,0.9016262292861938,4,16
qwen2_5_qproj_retry,Qwen2.5,bcm_plus_lowrank,688128,0.8802123665809631,8,16
qwen2_5_qproj_retry,Qwen2.5,bcm_plus_lowrank,344064,0.8934679627418518,4,32
qwen2_5_qproj_retry,Qwen2.5,bcm_plus_lowrank,393216,0.8685341477394104,8,32
qwen2_5_qproj_retry,Qwen2.5,generator_delta_bcm,2949120,1.660815715789795,0,16
qwen2_5_qproj_retry,Qwen2.5,generator_delta_bcm,1474560,1.1851956844329834,0,32
qwen3_downproj_retry,Qwen3,lowrank_svd,65536,0.9916548728942872,4,16
qwen3_downproj_retry,Qwen3,lowrank_svd,131072,0.9853634238243104,8,16
qwen3_downproj_retry,Qwen3,lowrank_svd,262144,0.975366473197937,16,16
qwen3_downproj_retry,Qwen3,lowrank_svd,65536,0.9907492399215698,4,32
qwen3_downproj_retry,Qwen3,lowrank_svd,131072,0.9856764674186708,8,32
qwen3_downproj_retry,Qwen3,lowrank_svd,262144,0.975268006324768,16,32
qwen3_downproj_retry,Qwen3,lowrank_svd,65536,0.9905829429626464,4,64
qwen3_downproj_retry,Qwen3,lowrank_svd,131072,0.9852067828178406,8,64
qwen3_downproj_retry,Qwen3,lowrank_svd,262144,0.9751105308532716,16,64
qwen3_downproj_retry,Qwen3,bcm_only,786432,1.0704044103622437,0,16
qwen3_downproj_retry,Qwen3,bcm_only,393216,1.018549919128418,0,32
qwen3_downproj_retry,Qwen3,bcm_only,196608,1.004585862159729,0,64
qwen3_downproj_retry,Qwen3,bcm_plus_lowrank,851968,1.0613714456558228,4,16
qwen3_downproj_retry,Qwen3,bcm_plus_lowrank,917504,1.0561316013336182,8,16
qwen3_downproj_retry,Qwen3,bcm_plus_lowrank,1048576,1.0471606254577637,16,16
qwen3_downproj_retry,Qwen3,bcm_plus_lowrank,458752,1.008204221725464,4,32
qwen3_downproj_retry,Qwen3,bcm_plus_lowrank,524288,1.001816749572754,8,32
qwen3_downproj_retry,Qwen3,bcm_plus_lowrank,655360,0.9913665056228638,16,32
qwen3_downproj_retry,Qwen3,bcm_plus_lowrank,262144,0.9953212141990662,4,64
qwen3_downproj_retry,Qwen3,bcm_plus_lowrank,327680,0.9887909889221193,8,64
qwen3_downproj_retry,Qwen3,bcm_plus_lowrank,458752,0.9794145226478576,16,64
qwen3_downproj_retry,Qwen3,generator_delta_bcm,3932160,2.6455023288726807,0,16
qwen3_downproj_retry,Qwen3,generator_delta_bcm,1966080,1.53030526638031,0,32
qwen3_downproj_retry,Qwen3,generator_delta_bcm,983040,1.1649830341339111,0,64
qwen3_qproj_only,Qwen3,bcm_only,524288,0.9785813689231871,0,16
qwen3_qproj_only,Qwen3,bcm_only,262144,0.9874476790428162,0,32
qwen3_qproj_only,Qwen3,bcm_only,131072,0.993463933467865,0,64
qwen3_qproj_only,Qwen3,bcm_plus_lowrank,573440,0.9348293542861938,4,16
qwen3_qproj_only,Qwen3,bcm_plus_lowrank,622592,0.922633409500122,8,16
qwen3_qproj_only,Qwen3,bcm_plus_lowrank,720896,0.9051374793052672,16,16
qwen3_qproj_only,Qwen3,bcm_plus_lowrank,311296,0.9442622661590576,4,32
qwen3_qproj_only,Qwen3,bcm_plus_lowrank,360448,0.929805338382721,8,32
qwen3_qproj_only,Qwen3,bcm_plus_lowrank,458752,0.912629008293152,16,32
qwen3_qproj_only,Qwen3,bcm_plus_lowrank,180224,0.9482884407043456,4,64
qwen3_qproj_only,Qwen3,bcm_plus_lowrank,229376,0.9356613159179688,8,64
qwen3_qproj_only,Qwen3,bcm_plus_lowrank,327680,0.9179668426513672,16,64
qwen3_two_layers,Qwen3,lowrank_svd,65536,0.9909679889678956,4,32
qwen3_two_layers,Qwen3,lowrank_svd,131072,0.9851032495498656,8,32
qwen3_two_layers,Qwen3,bcm_only,393216,0.9846070408821106,0,32
qwen3_two_layers,Qwen3,bcm_plus_lowrank,458752,0.9732006788253784,4,32
qwen3_two_layers,Qwen3,bcm_plus_lowrank,524288,0.9663461446762084,8,32
qwen3_two_layers,Qwen3,generator_delta_bcm,1966080,1.190972089767456,0,32
qwen3_two_layers,Qwen3,lowrank_svd,49152,0.9556776881217957,4,32
qwen3_two_layers,Qwen3,lowrank_svd,98304,0.9437864422798156,8,32
qwen3_two_layers,Qwen3,bcm_only,262144,0.9846430420875548,0,32
qwen3_two_layers,Qwen3,bcm_plus_lowrank,311296,0.9404229521751404,4,32
qwen3_two_layers,Qwen3,bcm_plus_lowrank,360448,0.925849437713623,8,32
qwen3_two_layers,Qwen3,generator_delta_bcm,1310720,1.092962622642517,0,32
