sample_id,task,memory_variant,transition,prediction_changed,reference_correct,candidate_correct,reference_prediction,candidate_prediction,answer,question,reference_frames,candidate_frames
object_existence_0137,object_existence,pca_r256_s4,stable_correct,0,1,1,yes,yes,yes,Are there any cylinders that enter the scene?,"[94, 102, 106, 110, 114, 118, 122, 126]","[94, 102, 106, 110, 114, 118, 122, 126]"
object_existence_0141,object_existence,pca_r256_s4,stable_wrong,0,0,0,no,no,yes,Are there any stationary cubes when the video ends?,"[94, 102, 106, 110, 114, 118, 122, 126]","[94, 102, 106, 110, 114, 118, 122, 126]"
object_existence_0147,object_existence,pca_r256_s4,stable_correct,0,1,1,no,no,no,Are there any stationary yellow objects when the video ends?,"[94, 102, 106, 110, 114, 118, 122, 126]","[94, 102, 106, 110, 114, 118, 122, 126]"
object_existence_0152,object_existence,pca_r256_s4,stable_correct,0,1,1,no,no,no,Are there any metal cubes that enter the scene?,"[98, 102, 106, 110, 114, 118, 122, 126]","[98, 102, 106, 110, 114, 118, 122, 126]"
object_existence_0153,object_existence,pca_r256_s4,stable_correct,0,1,1,yes,yes,yes,Are there any stationary gray objects?,"[98, 102, 106, 110, 114, 118, 122, 126]","[98, 102, 106, 110, 114, 118, 122, 126]"
object_existence_0155,object_existence,pca_r256_s4,stable_correct,0,1,1,no,no,no,Are there any stationary gray objects when the video ends?,"[90, 102, 106, 110, 114, 118, 122, 126]","[90, 102, 106, 110, 114, 118, 122, 126]"
object_existence_0157,object_existence,pca_r256_s4,stable_correct,0,1,1,yes,yes,yes,Are there any yellow spheres that enter the scene?,"[94, 102, 106, 110, 114, 118, 122, 126]","[94, 102, 106, 110, 114, 118, 122, 126]"
object_existence_0159,object_existence,pca_r256_s4,stable_correct,0,1,1,no,no,no,Are there any cylinders that enter the scene?,"[98, 102, 106, 110, 114, 118, 122, 126]","[98, 102, 106, 110, 114, 118, 122, 126]"
object_existence_0177,object_existence,pca_r256_s4,stable_wrong,0,0,0,no,no,yes,Are there any moving blue objects when the video begins?,"[94, 102, 106, 110, 114, 118, 122, 126]","[94, 102, 106, 110, 114, 118, 122, 126]"
object_existence_0186,object_existence,pca_r256_s4,stable_correct,0,1,1,no,no,no,Are there any moving cyan objects?,"[98, 102, 106, 110, 114, 118, 122, 126]","[98, 102, 106, 110, 114, 118, 122, 126]"
object_existence_0198,object_existence,pca_r256_s4,stable_wrong,0,0,0,yes,yes,no,Are there any rubber cubes that enter the scene?,"[98, 102, 106, 110, 114, 118, 122, 126]","[98, 102, 106, 110, 114, 118, 122, 126]"
scene_transition_0001,scene_transition,pca_r256_s4,stable_correct,0,1,1,From the creek to the stairs.,From the creek to the stairs.,From the creek to the stairs.,What's the right option for how the scenes in the video change?,"[309, 328, 346, 365, 403, 553, 571, 590]","[309, 328, 346, 365, 403, 553, 571, 590]"
scene_transition_0011,scene_transition,pca_r256_s4,stable_wrong,0,0,0,From the kitchen to the backyard.,From the kitchen to the backyard.,From the front of the house to inside the living room.,"Based on the video, which choice shows the scene changes accurately?","[365, 384, 421, 459, 478, 553, 571, 590]","[365, 384, 421, 459, 478, 553, 571, 590]"
scene_transition_0024,scene_transition,pca_r256_s4,stable_correct,0,1,1,From room to spaceship.,From room to spaceship.,From room to spaceship.,Which choice tells us the correct order of scenes in the video?,"[403, 478, 496, 515, 534, 553, 571, 590]","[403, 478, 496, 515, 534, 553, 571, 590]"
scene_transition_0025,scene_transition,pca_r256_s4,stable_correct,0,1,1,From the car to the Nash's house.,From the car to the Nash's house.,From the car to the Nash's house.,"Based on the video, which choice shows the scene changes accurately?","[346, 365, 384, 421, 440, 553, 571, 590]","[346, 365, 384, 421, 440, 553, 571, 590]"
scene_transition_0038,scene_transition,pca_r256_s4,stable_correct,0,1,1,From home to outside.,From home to outside.,From home to outside.,"Based on the video, which choice shows the scene changes accurately?","[328, 365, 403, 440, 496, 553, 571, 590]","[328, 365, 403, 440, 496, 553, 571, 590]"
scene_transition_0042,scene_transition,pca_r256_s4,stable_correct,0,1,1,From the entrance to the elevator to the entrance of the park.,From the entrance to the elevator to the entrance of the park.,From the entrance to the elevator to the entrance of the park.,Which choice tells us the correct order of scenes in the video?,"[384, 478, 496, 515, 534, 553, 571, 590]","[384, 478, 496, 515, 534, 553, 571, 590]"
scene_transition_0047,scene_transition,pca_r256_s4,stable_wrong,0,0,0,From the office to the park.,From the office to the park.,From the street to the carriage.,Pick the choice that correctly describes how the scenes in the video change.,"[459, 478, 496, 515, 534, 553, 571, 590]","[459, 478, 496, 515, 534, 553, 571, 590]"
scene_transition_0048,scene_transition,pca_r256_s4,stable_correct,0,1,1,From the classroom to Evan's dorm room.,From the classroom to Evan's dorm room.,From the classroom to Evan's dorm room.,Which choice tells us the correct order of scenes in the video?,"[328, 365, 384, 440, 534, 553, 571, 590]","[328, 365, 384, 440, 534, 553, 571, 590]"
scene_transition_0055,scene_transition,pca_r256_s4,stable_correct,0,1,1,From a stone house to a cave.,From a stone house to a cave.,From a stone house to a cave.,What's the right option for how the scenes in the video change?,"[384, 403, 421, 440, 478, 553, 571, 590]","[384, 403, 421, 440, 478, 553, 571, 590]"
scene_transition_0065,scene_transition,pca_r256_s4,stable_correct,0,1,1,From room to ocean.,From room to ocean.,From room to ocean.,Can you choose the option that matches how the scenes change in the video?,"[309, 328, 346, 365, 384, 553, 571, 590]","[309, 328, 346, 365, 384, 553, 571, 590]"
scene_transition_0074,scene_transition,pca_r256_s4,stable_correct,0,1,1,From the pillow pile to the room.,From the pillow pile to the room.,From the pillow pile to the room.,What's the right option for how the scenes in the video change?,"[365, 421, 440, 459, 515, 553, 571, 590]","[365, 421, 440, 459, 515, 553, 571, 590]"
scene_transition_0079,scene_transition,pca_r256_s4,stable_correct,0,1,1,From the aisle to the ruins.,From the aisle to the ruins.,From the aisle to the ruins.,Which choice tells us the correct order of scenes in the video?,"[309, 328, 346, 365, 515, 553, 571, 590]","[309, 328, 346, 365, 515, 553, 571, 590]"
scene_transition_0084,scene_transition,pca_r256_s4,stable_wrong,0,0,0,From the library to the gym.,From the library to the gym.,From the beach to the restroom.,Can you choose the option that matches how the scenes change in the video?,"[309, 328, 346, 365, 440, 553, 571, 590]","[309, 328, 346, 365, 440, 553, 571, 590]"
scene_transition_0087,scene_transition,pca_r256_s4,stable_correct,0,1,1,From the window to the breakfast table in the morning.,From the window to the breakfast table in the morning.,From the window to the breakfast table in the morning.,"Based on the video, which choice shows the scene changes accurately?","[309, 346, 384, 421, 440, 553, 571, 590]","[309, 346, 384, 421, 440, 553, 571, 590]"
scene_transition_0096,scene_transition,pca_r256_s4,stable_wrong,0,0,0,From the park to the museum.,From the park to the museum.,From shoes to the building.1.,Pick the choice that correctly describes how the scenes in the video change.,"[309, 365, 384, 478, 496, 553, 571, 590]","[309, 365, 384, 478, 496, 553, 571, 590]"
scene_transition_0098,scene_transition,pca_r256_s4,stable_wrong,0,0,0,From Sarah's house to a library.,From Sarah's house to a library.,From Shawn's car to a classroom.,"Based on the video, which choice shows the scene changes accurately?","[309, 328, 346, 365, 496, 553, 571, 590]","[309, 328, 346, 365, 496, 553, 571, 590]"
scene_transition_0099,scene_transition,pca_r256_s4,stable_wrong,0,0,0,From the village to the bustling city.,From the village to the bustling city.,From a small boat to the royal harbor.,"Based on the video, which choice shows the scene changes accurately?","[328, 384, 421, 440, 534, 553, 571, 590]","[328, 384, 421, 440, 534, 553, 571, 590]"
scene_transition_0102,scene_transition,pca_r256_s4,stable_correct,0,1,1,From beauty to the hotel suite.,From beauty to the hotel suite.,From beauty to the hotel suite.,Which choice tells us the correct order of scenes in the video?,"[403, 440, 496, 515, 534, 553, 571, 590]","[403, 440, 496, 515, 534, 553, 571, 590]"
scene_transition_0106,scene_transition,pca_r256_s4,stable_correct,0,1,1,From Frodo's pocket to the study balcony.,From Frodo's pocket to the study balcony.,From Frodo's pocket to the study balcony.,Pick the choice that correctly describes how the scenes in the video change.,"[309, 328, 346, 365, 403, 553, 571, 590]","[309, 328, 346, 365, 403, 553, 571, 590]"
scene_transition_0107,scene_transition,pca_r256_s4,stable_correct,0,1,1,From the cabin to the boiler room.,From the cabin to the boiler room.,From the cabin to the boiler room.,Can you choose the option that matches how the scenes change in the video?,"[403, 459, 478, 496, 515, 553, 571, 590]","[403, 459, 478, 496, 515, 553, 571, 590]"
scene_transition_0109,scene_transition,pca_r256_s4,stable_correct,0,1,1,From Eve's room to the front of the amusement park.,From Eve's room to the front of the amusement park.,From Eve's room to the front of the amusement park.,"Based on the video, which choice shows the scene changes accurately?","[328, 346, 403, 440, 459, 553, 571, 590]","[328, 346, 403, 440, 459, 553, 571, 590]"
scene_transition_0111,scene_transition,pca_r256_s4,stable_correct,0,1,1,From dreams to the hotel lobby.1.,From dreams to the hotel lobby.1.,From dreams to the hotel lobby.1.,Which choice matches the scene changes in the video?,"[346, 365, 384, 403, 440, 553, 571, 590]","[346, 365, 384, 403, 440, 553, 571, 590]"
scene_transition_0115,scene_transition,pca_r256_s4,stable_correct,0,1,1,From a building to the interior of the building.,From a building to the interior of the building.,From a building to the interior of the building.,Which choice matches the scene changes in the video?,"[328, 403, 421, 496, 534, 553, 571, 590]","[328, 403, 421, 496, 534, 553, 571, 590]"
scene_transition_0117,scene_transition,pca_r256_s4,stable_correct,0,1,1,From Sengel to Rohan.,From Sengel to Rohan.,From Sengel to Rohan.,"Based on the video, which choice shows the scene changes accurately?","[328, 346, 365, 384, 459, 553, 571, 590]","[328, 346, 365, 384, 459, 553, 571, 590]"
scene_transition_0119,scene_transition,pca_r256_s4,stable_wrong,0,0,0,From the subway station to the bus stop.,From the subway station to the bus stop.,From the elevator to the robot channel.,What's the right option for how the scenes in the video change?,"[309, 403, 478, 496, 515, 553, 571, 590]","[309, 403, 478, 496, 515, 553, 571, 590]"
scene_transition_0124,scene_transition,pca_r256_s4,stable_correct,0,1,1,From the wall to the elevator.,From the wall to the elevator.,From the wall to the elevator.,Which choice tells us the correct order of scenes in the video?,"[346, 365, 403, 421, 478, 553, 571, 590]","[346, 365, 403, 421, 478, 553, 571, 590]"
scene_transition_0132,scene_transition,pca_r256_s4,stable_correct,0,1,1,From prison to the bus.,From prison to the bus.,From prison to the bus.,Can you choose the option that matches how the scenes change in the video?,"[384, 440, 459, 478, 496, 553, 571, 590]","[384, 440, 459, 478, 496, 553, 571, 590]"
scene_transition_0133,scene_transition,pca_r256_s4,stable_correct,0,1,1,From the road to the van.,From the road to the van.,From the road to the van.,Which choice tells us the correct order of scenes in the video?,"[403, 421, 478, 496, 515, 553, 571, 590]","[403, 421, 478, 496, 515, 553, 571, 590]"
scene_transition_0139,scene_transition,pca_r256_s4,stable_correct,0,1,1,From the room to the hospital corridor.,From the room to the hospital corridor.,From the room to the hospital corridor.,Pick the choice that correctly describes how the scenes in the video change.,"[346, 478, 496, 515, 534, 553, 571, 590]","[346, 478, 496, 515, 534, 553, 571, 590]"
scene_transition_0149,scene_transition,pca_r256_s4,stable_wrong,0,0,0,From the office to the park.,From the office to the park.,From the wall to the residential area.,Which choice matches the scene changes in the video?,"[309, 328, 346, 365, 421, 553, 571, 590]","[309, 328, 346, 365, 421, 553, 571, 590]"
scene_transition_0151,scene_transition,pca_r256_s4,stable_correct,0,1,1,From the stairs to the sunshine.,From the stairs to the sunshine.,From the stairs to the sunshine.,Which choice tells us the correct order of scenes in the video?,"[309, 328, 440, 478, 496, 553, 571, 590]","[309, 328, 440, 478, 496, 553, 571, 590]"
scene_transition_0157,scene_transition,pca_r256_s4,stable_correct,0,1,1,From the ward to the kitchen.,From the ward to the kitchen.,From the ward to the kitchen.,Can you choose the option that matches how the scenes change in the video?,"[309, 328, 346, 403, 421, 553, 571, 590]","[309, 328, 346, 403, 421, 553, 571, 590]"
scene_transition_0164,scene_transition,pca_r256_s4,stable_correct,0,1,1,From outside Liang's apartment to outside a taxi.,From outside Liang's apartment to outside a taxi.,From outside Liang's apartment to outside a taxi.,Which choice matches the scene changes in the video?,"[421, 440, 478, 496, 534, 553, 571, 590]","[421, 440, 478, 496, 534, 553, 571, 590]"
scene_transition_0166,scene_transition,pca_r256_s4,stable_correct,0,1,1,From ZuBao to NiuFu.,From ZuBao to NiuFu.,From ZuBao to NiuFu.,"Based on the video, which choice shows the scene changes accurately?","[346, 365, 421, 440, 515, 553, 571, 590]","[346, 365, 421, 440, 515, 553, 571, 590]"
scene_transition_0174,scene_transition,pca_r256_s4,stable_correct,0,1,1,From the decoration shop to the secretary's office.,From the decoration shop to the secretary's office.,From the decoration shop to the secretary's office.,Can you choose the option that matches how the scenes change in the video?,"[403, 421, 440, 459, 534, 553, 571, 590]","[403, 421, 440, 459, 534, 553, 571, 590]"
scene_transition_0176,scene_transition,pca_r256_s4,stable_wrong,0,0,0,From the train station to the hotel.,From the train station to the hotel.,From the elevator to my own yard.,Can you choose the option that matches how the scenes change in the video?,"[309, 384, 421, 440, 534, 553, 571, 590]","[309, 384, 421, 440, 534, 553, 571, 590]"
scene_transition_0178,scene_transition,pca_r256_s4,stable_wrong,0,0,0,From the city streets to the tranquil countryside.,From the city streets to the tranquil countryside.,From the TV screen to the beach pier.,Which choice matches the scene changes in the video?,"[421, 440, 478, 496, 515, 553, 571, 590]","[421, 440, 478, 496, 515, 553, 571, 590]"
scene_transition_0180,scene_transition,pca_r256_s4,stable_wrong,0,0,0,From the classroom to the university library.,From the classroom to the university library.,From the House room to the Security Department Building.,"Based on the video, which choice shows the scene changes accurately?","[384, 421, 459, 478, 496, 553, 571, 590]","[384, 421, 459, 478, 496, 553, 571, 590]"
scene_transition_0190,scene_transition,pca_r256_s4,stable_wrong,0,0,0,From the park to the subway station.,From the park to the subway station.,From the lawn to the bus platform.,Pick the choice that correctly describes how the scenes in the video change.,"[403, 421, 459, 515, 534, 553, 571, 590]","[403, 421, 459, 515, 534, 553, 571, 590]"
scene_transition_0198,scene_transition,pca_r256_s4,stable_wrong,0,0,0,From the living room to the kitchen.,From the living room to the kitchen.,From Molly's cabin to the mirror in front.,"Based on the video, which choice shows the scene changes accurately?","[365, 403, 421, 440, 459, 553, 571, 590]","[365, 403, 421, 440, 459, 553, 571, 590]"
state_change_0004,state_change,pca_r256_s4,stable_correct,0,1,1,The water seems hot.,The water seems hot.,The water seems hot.,What can you say about the temperature of the water being poured?,"[574, 607, 738, 771, 804, 968, 1001, 1034]","[574, 607, 738, 771, 804, 968, 1001, 1034]"
state_change_0009,state_change,pca_r256_s4,stable_wrong,0,0,0,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The device worked when the person tried to turn it on.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[526, 556, 676, 766, 796, 886, 916, 946]","[526, 556, 676, 766, 796, 886, 916, 946]"
state_change_0018,state_change,pca_r256_s4,stable_correct,0,1,1,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[207, 219, 230, 290, 313, 349, 361, 373]","[207, 219, 230, 290, 313, 349, 361, 373]"
state_change_0020,state_change,pca_r256_s4,stable_wrong,0,0,0,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The device worked when the person tried to turn it on.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[365, 386, 407, 512, 533, 616, 637, 658]","[365, 386, 407, 512, 533, 616, 637, 658]"
state_change_0022,state_change,pca_r256_s4,stable_wrong,0,0,0,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The device worked when the person tried to turn it on.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[213, 225, 237, 249, 262, 359, 371, 383]","[213, 225, 237, 249, 262, 359, 371, 383]"
state_change_0023,state_change,pca_r256_s4,stable_wrong,0,0,0,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work because the person unplugged the device during the video.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[610, 640, 699, 818, 848, 878, 908, 938]","[610, 640, 699, 818, 848, 878, 908, 938]"
state_change_0028,state_change,pca_r256_s4,stable_correct,0,1,1,yes,yes,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[599, 651, 676, 702, 727, 753, 778, 804]","[599, 651, 676, 702, 727, 753, 778, 804]"
state_change_0030,state_change,pca_r256_s4,stable_correct,0,1,1,yes,yes,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[384, 450, 538, 582, 626, 648, 670, 692]","[384, 450, 538, 582, 626, 648, 670, 692]"
state_change_0031,state_change,pca_r256_s4,stable_wrong,0,0,0,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The device worked when the person tried to turn it on.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[422, 443, 464, 484, 505, 608, 629, 649]","[422, 443, 464, 484, 505, 608, 629, 649]"
state_change_0034,state_change,pca_r256_s4,stable_wrong,0,0,0,The water seems hot.,The water seems hot.,The water seems cold.,What can you say about the temperature of the water being poured?,"[590, 711, 741, 802, 832, 893, 923, 953]","[590, 711, 741, 802, 832, 893, 923, 953]"
state_change_0035,state_change,pca_r256_s4,stable_wrong,0,0,0,The water seems hot.,The water seems hot.,The water seems cold.,What can you say about the temperature of the water being poured?,"[737, 770, 868, 901, 934, 967, 999, 1032]","[737, 770, 868, 901, 934, 967, 999, 1032]"
state_change_0044,state_change,pca_r256_s4,stable_correct,0,1,1,No,No,No,Is the bag empty at the end?,"[199, 219, 258, 268, 277, 287, 297, 307]","[199, 219, 258, 268, 277, 287, 297, 307]"
state_change_0047,state_change,pca_r256_s4,stable_wrong,0,0,0,No,No,Yes,Is the bag empty at the end?,"[412, 436, 460, 483, 672, 696, 719, 743]","[412, 436, 460, 483, 672, 696, 719, 743]"
state_change_0050,state_change,pca_r256_s4,stable_correct,0,1,1,no,no,no,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[311, 342, 372, 418, 433, 448, 464, 479]","[311, 342, 372, 418, 433, 448, 464, 479]"
state_change_0055,state_change,pca_r256_s4,stable_wrong,0,0,0,No,No,Yes,Is the bag empty at the end?,"[456, 500, 522, 567, 634, 656, 678, 700]","[456, 500, 522, 567, 634, 656, 678, 700]"
state_change_0057,state_change,pca_r256_s4,stable_correct,0,1,1,yes,yes,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[537, 570, 668, 700, 896, 961, 994, 1026]","[537, 570, 668, 700, 896, 961, 994, 1026]"
state_change_0058,state_change,pca_r256_s4,stable_correct,0,1,1,The water seems hot.,The water seems hot.,The water seems hot.,What can you say about the temperature of the water being poured?,"[704, 737, 868, 901, 934, 967, 999, 1032]","[704, 737, 868, 901, 934, 967, 999, 1032]"
state_change_0061,state_change,pca_r256_s4,stable_wrong,0,0,0,no,no,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[737, 770, 803, 835, 868, 967, 999, 1032]","[737, 770, 803, 835, 868, 967, 999, 1032]"
state_change_0062,state_change,pca_r256_s4,stable_wrong,0,0,0,No,No,Yes,Is the bag empty at the end?,"[397, 445, 469, 542, 566, 710, 734, 758]","[397, 445, 469, 542, 566, 710, 734, 758]"
state_change_0076,state_change,pca_r256_s4,stable_wrong,0,0,0,yes,yes,no,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[599, 660, 783, 844, 875, 906, 936, 967]","[599, 660, 783, 844, 875, 906, 936, 967]"
state_change_0077,state_change,pca_r256_s4,stable_wrong,0,0,0,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work because the person unplugged the device during the video.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[258, 268, 279, 289, 300, 310, 321, 331]","[258, 268, 279, 289, 300, 310, 321, 331]"
state_change_0085,state_change,pca_r256_s4,stable_correct,0,1,1,yes,yes,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[404, 428, 649, 673, 698, 722, 747, 771]","[404, 428, 649, 673, 698, 722, 747, 771]"
state_change_0093,state_change,pca_r256_s4,stable_correct,0,1,1,The water seems hot.,The water seems hot.,The water seems hot.,What can you say about the temperature of the water being poured?,"[704, 737, 803, 835, 934, 967, 999, 1032]","[704, 737, 803, 835, 934, 967, 999, 1032]"
state_change_0095,state_change,pca_r256_s4,stable_wrong,0,0,0,no,no,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[360, 379, 416, 434, 527, 545, 564, 582]","[360, 379, 416, 434, 527, 545, 564, 582]"
state_change_0110,state_change,pca_r256_s4,stable_correct,0,1,1,No,No,No,Is the bag empty at the end?,"[237, 298, 310, 335, 347, 359, 371, 383]","[237, 298, 310, 335, 347, 359, 371, 383]"
state_change_0115,state_change,pca_r256_s4,stable_correct,0,1,1,yes,yes,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[429, 559, 663, 715, 741, 767, 793, 819]","[429, 559, 663, 715, 741, 767, 793, 819]"
state_change_0133,state_change,pca_r256_s4,stable_wrong,0,0,0,no,no,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[151, 179, 234, 243, 261, 271, 280, 289]","[151, 179, 234, 243, 261, 271, 280, 289]"
state_change_0136,state_change,pca_r256_s4,stable_wrong,0,0,0,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The device worked when the person tried to turn it on.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[422, 446, 494, 566, 591, 711, 735, 759]","[422, 446, 494, 566, 591, 711, 735, 759]"
state_change_0143,state_change,pca_r256_s4,stable_wrong,0,0,0,no,no,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[675, 733, 761, 790, 819, 848, 876, 905]","[675, 733, 761, 790, 819, 848, 876, 905]"
state_change_0144,state_change,pca_r256_s4,stable_wrong,0,0,0,yes,yes,no,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[535, 558, 580, 603, 649, 672, 694, 717]","[535, 558, 580, 603, 649, 672, 694, 717]"
state_change_0149,state_change,pca_r256_s4,stable_wrong,0,0,0,yes,yes,no,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[235, 256, 277, 287, 298, 308, 319, 329]","[235, 256, 277, 287, 298, 308, 319, 329]"
state_change_0154,state_change,pca_r256_s4,stable_wrong,0,0,0,no,no,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[453, 475, 519, 542, 630, 652, 674, 696]","[453, 475, 519, 542, 630, 652, 674, 696]"
state_change_0157,state_change,pca_r256_s4,stable_wrong,0,0,0,no,no,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[463, 649, 675, 728, 755, 781, 808, 834]","[463, 649, 675, 728, 755, 781, 808, 834]"
state_change_0160,state_change,pca_r256_s4,stable_wrong,0,0,0,No water was poured.,No water was poured.,The water seems cold.,What can you say about the temperature of the water being poured?,"[639, 672, 737, 868, 901, 967, 999, 1032]","[639, 672, 737, 868, 901, 967, 999, 1032]"
state_change_0166,state_change,pca_r256_s4,stable_correct,0,1,1,yes,yes,yes,The person interacts with a lighting device among other objects. Is the lighting device on at any point?,"[335, 354, 373, 526, 545, 565, 584, 603]","[335, 354, 373, 526, 545, 565, 584, 603]"
state_change_0175,state_change,pca_r256_s4,stable_correct,0,1,1,No,No,No,Is the bag empty at the end?,"[464, 483, 502, 521, 540, 559, 578, 597]","[464, 483, 502, 521, 540, 559, 578, 597]"
state_change_0176,state_change,pca_r256_s4,stable_correct,0,1,1,The water seems hot.,The water seems hot.,The water seems hot.,What can you say about the temperature of the water being poured?,"[517, 800, 831, 862, 894, 925, 956, 988]","[517, 800, 831, 862, 894, 925, 956, 988]"
state_change_0188,state_change,pca_r256_s4,stable_wrong,0,0,0,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The device worked when the person tried to turn it on.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[280, 291, 303, 314, 325, 337, 348, 360]","[280, 291, 303, 314, 325, 337, 348, 360]"
state_change_0190,state_change,pca_r256_s4,stable_wrong,0,0,0,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The device worked when the person tried to turn it on.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[351, 500, 542, 585, 606, 627, 649, 670]","[351, 500, 542, 585, 606, 627, 649, 670]"
state_change_0196,state_change,pca_r256_s4,stable_correct,0,1,1,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,The electric device did not work most likely because it was already unplugged at the beginning of the video.,"If the person tried to turn on the electric device and it was not working, what was the reason for that?","[293, 328, 453, 488, 506, 524, 542, 560]","[293, 328, 453, 488, 506, 524, 542, 560]"
