prompt_index,seed,method,reference_method,status,reference_video,candidate_video,reference_seconds,candidate_seconds,paired_speedup,cached_model_forward_fraction,hybrid_residual_calls,peak_allocated_mib,frames,height,width,pixel_mae,pixel_rmse,pixel_psnr_db,pixel_max_abs,exact_pixel_fraction,frame_psnr_mean_db,frame_psnr_p05_db,frame_ssim_mean,frame_ssim_p05,frame_ssim_min,temporal_delta_mae,reference_frame_delta_mae,candidate_frame_delta_mae
0,20260723,dense_cache008,dense,ok,p00_dense_seed20260723.mp4,p00_dense_cache008_seed20260723.mp4,5.789246539992746,5.701784035016317,1.0153394980306683,0.05,0,21581.087890625,17,480,832,3.220552197241076,5.237853455488489,33.74773673706285,210.0,0.15842190642282555,33.751473353687196,33.415649272524774,0.9680570954439053,0.9646394833534643,0.9643798956003713,3.6802271133814104,16.231849292200856,16.105081985343215
0,20260723,fp8,dense,ok,p00_dense_seed20260723.mp4,p00_fp8_seed20260723.mp4,5.789246539992746,5.7325448830088135,1.0098911841321985,0.0,0,21535.474609375,17,480,832,16.46778212787519,28.003958784863897,19.186415012625684,255.0,0.054520124355832075,19.269330920070523,17.815692072287035,0.6768883808339677,0.604653712849608,0.5793471602843853,13.897735908703927,16.231849292200856,16.198065602881275
0,20260723,fp8_middle1,dense,ok,p00_dense_seed20260723.mp4,p00_fp8_middle1_seed20260723.mp4,5.789246539992746,5.906203754013404,0.9801975653242265,0.0,0,21534.474609375,17,480,832,3.4226248271744595,5.727601579040545,32.971347605791415,208.0,0.15658774627639518,32.98152549157428,32.52453065579275,0.9652432647293165,0.9622402699247139,0.961017351755689,3.9560975686097755,16.231849292200856,16.2357902852898
0,20260723,hybrid_middle1,dense,ok,p00_dense_seed20260723.mp4,p00_hybrid_middle1_seed20260723.mp4,5.789246539992746,6.028486939991126,0.9603150172871184,0.0,120,21536.349609375,17,480,832,3.3212285735608345,5.492210630704395,33.33585992012863,201.0,0.159092587355455,33.34283712240416,32.9340414309068,0.9663733023507094,0.962994936478219,0.9629095791669565,3.8681395441038995,16.231849292200856,16.242030269264156
0,20260723,hybrid_middle1_cache008,dense,ok,p00_dense_seed20260723.mp4,p00_hybrid_middle1_cache008_seed20260723.mp4,5.789246539992746,5.80727982299868,0.9968947108533471,0.05,120,21580.212890625,17,480,832,3.523951214099422,5.686713421062511,33.03357675345523,200.0,0.1498993978601056,33.03988313936854,32.66348801724345,0.9645183681335858,0.961211975866265,0.9598270023282294,3.989196255675748,16.231849292200856,16.095868076422274
0,20260724,dense_cache008,dense,ok,p00_dense_seed20260724.mp4,p00_dense_cache008_seed20260724.mp4,6.60643505200278,5.801463803014485,1.1387531278864527,0.05,0,21581.087890625,17,480,832,3.1961214904631725,5.187417632737873,33.831779330156316,197.0,0.1657458305838361,33.843123908038955,33.29361525885365,0.9630548374516595,0.9593935093352702,0.9581739160814582,3.5642693935296474,13.198185325687767,13.107641497228899
0,20260724,fp8,dense,ok,p00_dense_seed20260724.mp4,p00_fp8_seed20260724.mp4,6.60643505200278,6.304863951983862,1.047831499984076,0.0,0,21535.474609375,17,480,832,10.048823166085345,19.213824974059243,22.458527004033527,255.0,0.07208538563662645,22.559273769148966,21.52512541454463,0.8201592848106171,0.7836983432281992,0.7724849134962826,8.936977184328258,13.198185325687767,13.40326428535657
0,20260724,fp8_middle1,dense,ok,p00_dense_seed20260724.mp4,p00_fp8_middle1_seed20260724.mp4,6.60643505200278,6.835476009000558,0.9664923179166761,0.0,0,21534.474609375,17,480,832,3.571794331715058,5.994713124786062,32.57543551070212,207.0,0.16001327614379085,32.59777102768737,32.02633633261773,0.9561855379628642,0.9507796695888697,0.9453848481607942,3.9220409425914795,13.198185325687767,13.186653280665732
0,20260724,hybrid_middle1,dense,ok,p00_dense_seed20260724.mp4,p00_hybrid_middle1_seed20260724.mp4,6.60643505200278,6.779641408997122,0.9744519884540673,0.0,120,21536.349609375,17,480,832,3.65732441514266,6.21848520179091,32.25711150529351,205.0,0.1582227151677979,32.307366494699274,31.17579564556022,0.9533042471570153,0.9446409421812577,0.9415578202845287,4.04133050380609,13.198185325687767,13.165140161758814
0,20260724,hybrid_middle1_cache008,dense,ok,p00_dense_seed20260724.mp4,p00_hybrid_middle1_cache008_seed20260724.mp4,6.60643505200278,6.228805212012958,1.0606263684825976,0.05,120,21580.212890625,17,480,832,3.777119273190045,6.70642401518306,31.600983442114632,216.0,0.15564103546065863,31.638834414505776,30.985040901783368,0.9513290599186883,0.9451831359693512,0.9413677268589309,4.118197605752537,13.198185325687767,13.132624960353231
1,20260723,fp8,dense,ok,p01_dense_seed20260723.mp4,p01_fp8_seed20260723.mp4,6.052289460989414,5.9161862269975245,1.023005231541023,0.0,0,21534.474609375,17,480,832,13.469429813191303,24.626599856345173,20.302714531915083,255.0,0.09163431097599296,20.402809081710316,18.699670436585656,0.7206034159625703,0.6962309824365264,0.6899641505612445,5.803751992771768,6.183109120426015,6.203769833817441
1,20260723,fp8_middle1,dense,ok,p01_dense_seed20260723.mp4,p01_fp8_middle1_seed20260723.mp4,6.052289460989414,6.04980979100219,1.000409875694094,0.0,0,21534.474609375,17,480,832,4.4129161560457515,9.29738806909245,28.763584436530238,250.0,0.17805002710218704,29.154441608670833,25.9252023057752,0.9291821401991099,0.9250888562163804,0.925067897588138,3.2717352451422275,6.183109120426015,6.21070791391226
1,20260723,hybrid_middle1,dense,ok,p01_dense_seed20260723.mp4,p01_hybrid_middle1_seed20260723.mp4,6.052289460989414,6.051539707026677,1.000123894743988,0.0,120,21536.349609375,17,480,832,4.417314566050779,9.167969594731064,28.885340322631695,250.0,0.17996063309137758,29.582146026773536,25.334970047854902,0.9300488708675063,0.9253526870480696,0.9224469532729463,3.243578527727698,6.183109120426015,6.173674806774172
1,20260723,hybrid_middle1_cache008,dense,ok,p01_dense_seed20260723.mp4,p01_hybrid_middle1_cache008_seed20260723.mp4,6.052289460989414,5.840712615987286,1.0362244915839545,0.05,120,21580.212890625,17,480,832,5.160879907852564,11.124351031317602,27.20530991537447,252.0,0.16603202378707893,28.161726932097302,23.273351853553873,0.9156998406709443,0.8949978806726291,0.8915054090409855,3.503445095486111,6.183109120426015,6.09900872646234
1,20260723,dense_cache008,dense,ok,p01_dense_seed20260723.mp4,p01_dense_cache008_seed20260723.mp4,6.052289460989414,5.815983567008516,1.040630426695384,0.05,0,21581.087890625,17,480,832,4.340046329028406,9.029800726064343,29.017240284636184,255.0,0.17844693666729514,29.852551730851953,25.24404659634221,0.9328615485266513,0.9229343656391357,0.9203632072176946,3.1827814085870725,6.183109120426015,6.066544179019765
1,20260724,fp8_middle1,dense,ok,p01_dense_seed20260724.mp4,p01_fp8_middle1_seed20260724.mp4,6.027168972010259,6.023332889017183,1.0006368704940865,0.0,0,21535.474609375,17,480,832,3.7527959931969583,7.019114027351487,31.205157654729497,223.0,0.16854192197712417,31.236789292913553,30.54193983670202,0.936361942740175,0.9311238563556476,0.9290683921389177,3.486956265441373,6.879230570996929,6.951761151175214
1,20260724,hybrid_middle1,dense,ok,p01_dense_seed20260724.mp4,p01_hybrid_middle1_seed20260724.mp4,6.027168972010259,6.0312969500082545,0.9993155737427271,0.0,120,21536.349609375,17,480,832,3.65304585375817,6.945463111875538,31.2967794272885,245.0,0.17642296301533433,31.30331943701611,30.90810451354764,0.9403089598469307,0.9371111702997187,0.9357276267510793,3.4266833704760953,6.879230570996929,6.9109503330328526
1,20260724,hybrid_middle1_cache008,dense,ok,p01_dense_seed20260724.mp4,p01_hybrid_middle1_cache008_seed20260724.mp4,6.027168972010259,5.8297143609961495,1.033870374908106,0.05,120,21580.212890625,17,480,832,4.185134941396431,8.180573746363748,29.875128327082436,242.0,0.16429748381724485,29.881584225084136,29.50321484822529,0.9280426366423581,0.9248997396005373,0.9247176058737177,3.7241374741252673,6.879230570996929,6.8608717176649305
1,20260724,dense_cache008,dense,ok,p01_dense_seed20260724.mp4,p01_dense_cache008_seed20260724.mp4,6.027168972010259,5.799867995025124,1.0391907155783724,0.05,0,21581.087890625,17,480,832,3.690158763826043,7.147842893166416,31.047303642417525,239.0,0.17346705709527402,31.08765473788281,30.352368337969647,0.9381175323293196,0.9332693376709346,0.9323505974369536,3.4094383826622594,6.879230570996929,6.845568221654648
1,20260724,fp8,dense,ok,p01_dense_seed20260724.mp4,p01_fp8_seed20260724.mp4,6.027168972010259,5.805422979989089,1.0381963541305281,0.0,0,21535.474609375,17,480,832,15.266844942103443,25.555927260222663,19.980970742069694,253.0,0.05406257855706385,19.98588461668898,19.621544735305633,0.6415549985979242,0.6238173738526327,0.6142578118022531,7.646013830462072,6.879230570996929,6.681572025657719
2,20260723,hybrid_middle1,dense,ok,p02_dense_seed20260723.mp4,p02_hybrid_middle1_seed20260723.mp4,6.00502940302249,6.0187611900037155,0.997718502770299,0.0,120,21536.349609375,17,480,832,1.5050703183917797,2.7314996867984473,39.40278050761592,151.0,0.30344786953242836,39.41532647405037,38.974246142497876,0.9745461978338488,0.9727665303413616,0.971869631603024,1.6820999536758814,3.1780507144764956,3.2167322403345353
2,20260723,hybrid_middle1_cache008,dense,ok,p02_dense_seed20260723.mp4,p02_hybrid_middle1_cache008_seed20260723.mp4,6.00502940302249,5.8961716199992225,1.0184624515768899,0.05,120,21580.212890625,17,480,832,1.5360043717006033,2.876408217427258,38.95379319285372,142.0,0.3058439090780543,38.986212356429746,38.281427107216906,0.9734726178957056,0.9722661362503748,0.9718981501792845,1.7079697829026443,3.1780507144764956,3.1701257950220354
2,20260723,dense_cache008,dense,ok,p02_dense_seed20260723.mp4,p02_dense_cache008_seed20260723.mp4,6.00502940302249,5.766388246993301,1.041384857523879,0.05,0,21581.087890625,17,480,832,1.5010501115510306,2.677584193218019,39.57594089759187,145.0,0.30445752419557565,39.589032530615384,39.08818068075385,0.9741376006103697,0.9721804766551145,0.9714674412335746,1.6802017081497063,3.1780507144764956,3.1587553105802617
2,20260723,fp8,dense,ok,p02_dense_seed20260723.mp4,p02_fp8_seed20260723.mp4,6.00502940302249,5.813346412993269,1.0329729172169744,0.0,0,21535.474609375,17,480,832,4.956628006771619,10.710203369966422,27.534849259052926,217.0,0.11445936046694319,27.5602268866955,26.968747860109143,0.9129357720017222,0.907361877508534,0.906253989874119,2.945491640791934,3.1780507144764956,3.240981299245459
2,20260723,fp8_middle1,dense,ok,p02_dense_seed20260723.mp4,p02_fp8_middle1_seed20260723.mp4,6.00502940302249,5.997001123003429,1.0013387157771685,0.0,0,21534.474609375,17,480,832,1.433165073922197,2.5158717497861294,40.1170336377599,154.0,0.31365257942119157,40.13034692851273,39.63038840606904,0.9754348958255908,0.9743715887786483,0.9742071501745236,1.6368399334768964,3.1780507144764956,3.201728025257078
2,20260724,hybrid_middle1_cache008,dense,ok,p02_dense_seed20260724.mp4,p02_hybrid_middle1_cache008_seed20260724.mp4,6.001879206014564,5.797103377000894,1.0353238187585347,0.05,120,21580.212890625,17,480,832,1.889261494862368,3.546863790892869,37.13391339435415,159.0,0.26983786803984416,37.16605500881765,36.487018996316436,0.9636876756736787,0.9614297136870351,0.9613467865523733,1.983747068225828,3.6730714977297008,3.6454639402210205
2,20260724,dense_cache008,dense,ok,p02_dense_seed20260724.mp4,p02_dense_cache008_seed20260724.mp4,6.001879206014564,5.785826622013701,1.0373416968940676,0.05,0,21581.087890625,17,480,832,1.7734482524981146,3.164839897337011,38.12376871157546,126.0,0.2773552389705882,38.153522299020516,37.380424931304184,0.9655029351061922,0.9632535726352659,0.9627671660469385,1.90678465753539,3.6730714977297008,3.63544186323117
2,20260724,fp8,dense,ok,p02_dense_seed20260724.mp4,p02_fp8_seed20260724.mp4,6.001879206014564,5.8245603640098125,1.0304433005966274,0.0,0,21535.474609375,17,480,832,5.826045152636375,13.598042267241308,25.46127587323931,248.0,0.11500248436714429,25.589018716791895,23.751909236262897,0.8633409467816047,0.8490795917749049,0.8464475598201036,3.571659446781517,3.6730714977297008,3.826462548410791
2,20260724,fp8_middle1,dense,ok,p02_dense_seed20260724.mp4,p02_fp8_middle1_seed20260724.mp4,6.001879206014564,6.0041456219914835,0.9996225248154179,0.0,0,21534.474609375,17,480,832,1.6940845548956762,2.9374463132776807,38.77140485072799,154.0,0.2836281187154349,38.796159245294895,37.9605415027107,0.9688807727781191,0.9674277589107759,0.9659227948278816,1.8535963792067307,3.6730714977297008,3.6790364583333335
2,20260724,hybrid_middle1,dense,ok,p02_dense_seed20260724.mp4,p02_hybrid_middle1_seed20260724.mp4,6.001879206014564,6.003236780001316,0.9997738596632946,0.0,120,21536.349609375,17,480,832,1.7504512121354951,3.1423015582161624,38.185846393168646,150.0,0.28090891504839116,38.208453800268785,37.47671625210076,0.9673662687166115,0.9654987625866143,0.9651211933533501,1.9001981295072115,3.6730714977297008,3.6632467155782584
3,20260723,dense_cache008,dense,ok,p03_dense_seed20260723.mp4,p03_dense_cache008_seed20260723.mp4,6.023183833021903,5.789114037004765,1.0404327492118715,0.05,0,21581.087890625,17,480,832,2.924680027259301,5.308274162700817,33.63173670285206,141.0,0.2210621307817999,33.68179282740068,32.81609037540703,0.957295088758241,0.9473968881652427,0.9457757035381434,3.075037351428953,5.932741083650508,5.949176755725828
3,20260723,fp8,dense,ok,p03_dense_seed20260723.mp4,p03_fp8_seed20260723.mp4,6.023183833021903,5.808393553015776,1.0369792917862128,0.0,0,21535.474609375,17,480,832,7.283978826907365,12.555084864133391,26.15441055658872,199.0,0.06925993354072398,26.17026067516103,25.64926544848834,0.89015073165331,0.8736317086097994,0.8709115731731568,4.676757760333199,5.932741083650508,5.663476979834401
3,20260723,fp8_middle1,dense,ok,p03_dense_seed20260723.mp4,p03_fp8_middle1_seed20260723.mp4,6.023183833021903,6.001376500003971,1.003633721866628,0.0,0,21534.474609375,17,480,832,3.0922019839586476,5.435684735359159,33.425718406352715,137.0,0.1830920649509804,33.45048099931762,32.82327229658557,0.9560357798564503,0.9497534409086583,0.9482113608725662,3.1210256723257213,5.932741083650508,5.933872633713943
3,20260723,hybrid_middle1,dense,ok,p03_dense_seed20260723.mp4,p03_hybrid_middle1_seed20260723.mp4,6.023183833021903,6.00487576899468,1.003048866409819,0.0,120,21536.349609375,17,480,832,2.912024238782051,5.414604259879114,33.45946919658551,151.0,0.22299650028280543,33.49324779765271,32.802524487502055,0.9577240530411743,0.9493736903841302,0.9485933493665598,3.1170340774405716,5.932741083650508,5.981975431523772
3,20260723,hybrid_middle1_cache008,dense,ok,p03_dense_seed20260723.mp4,p03_hybrid_middle1_cache008_seed20260723.mp4,6.023183833021903,5.798788698011776,1.0386968980413211,0.05,120,21580.212890625,17,480,832,3.3267945379273502,6.221906127221606,32.25233452027524,147.0,0.20332355297888385,32.3044974723164,31.543758667113295,0.9494770472820994,0.9379293813643675,0.9355795006032294,3.3661187065972222,5.932741083650508,5.981601030398638
3,20260724,dense_cache008,dense,ok,p03_dense_seed20260724.mp4,p03_dense_cache008_seed20260724.mp4,6.166490978008369,5.788879284984432,1.0652305350369649,0.05,0,21581.087890625,17,480,832,3.304614687421443,6.053537679809877,32.49061860885587,149.0,0.19688678355957767,32.50826642716561,31.84901674381715,0.9419701224865407,0.9285252707318359,0.9259130858511443,3.719219240367922,7.185778182592148,7.065473038110977
3,20260724,fp8,dense,ok,p03_dense_seed20260724.mp4,p03_fp8_seed20260724.mp4,6.166490978008369,6.050328897021245,1.0191993002304907,0.0,0,21535.474609375,17,480,832,8.025785521540348,14.01391113651978,25.199616423366503,228.0,0.05578307645173454,25.22714169834113,24.639869916864836,0.8473886996744467,0.82202817328968,0.8136837125591678,6.236023731720754,7.185778182592148,6.989583698500935
3,20260724,fp8_middle1,dense,ok,p03_dense_seed20260724.mp4,p03_fp8_middle1_seed20260724.mp4,6.166490978008369,6.009701079980005,1.0260894670037208,0.0,0,21534.474609375,17,480,832,3.127219187955631,5.795401889052571,32.869132448429866,163.0,0.20944825446204124,32.91443081507305,31.817288082836104,0.9461478296312364,0.9386908265175412,0.9380255642588587,3.5803176749465813,7.185778182592148,7.2012259198050215
3,20260724,hybrid_middle1,dense,ok,p03_dense_seed20260724.mp4,p03_hybrid_middle1_seed20260724.mp4,6.166490978008369,6.039115886000218,1.0210916787179776,0.0,120,21536.349609375,17,480,832,3.209656725270236,5.926772114934317,32.67443903092826,162.0,0.19910184726935645,32.69722840696307,31.96645275740834,0.9445379818652568,0.9342474088949312,0.9342086340588373,3.6446976620926814,7.185778182592148,7.181572077824519
3,20260724,hybrid_middle1_cache008,dense,ok,p03_dense_seed20260724.mp4,p03_hybrid_middle1_cache008_seed20260724.mp4,6.166490978008369,5.79947437098599,1.0632844605467204,0.05,120,21580.212890625,17,480,832,3.4121854771556057,6.342635157954504,32.0854089974544,136.0,0.19246446274824033,32.11914412514246,31.26797947598136,0.9401467571871744,0.9300889048185425,0.9293993285272485,3.7775909684662126,7.185778182592148,7.1032423231336805
