method,schedule_family,schedule_action,schedule_cell_count,samples,speedup_geomean,speedup_mean,speedup_min,speedup_max,ssim_mean,ssim_min,ssim_p05,psnr_mean_db,requested_quant_mean,requested_cache_mean,executed_cache_mean,cache_fallbacks_mean,cache_refreshes_mean
all_c,global_cost_anchor,C,25,2,3.6450144266674402,3.6452037287804826,3.6080546547494268,3.682352802811538,0.20266811695779158,0.20266811695779158,0.20266811695779158,9.899736052799229,0.0,1200.0,1140.0,60.0,0.0
all_q,global_cost_anchor,Q,25,2,1.0387882565161146,1.0389404865116034,1.0211558685180155,1.0567251045051913,0.6768883808339677,0.6768883808339677,0.6768883808339677,19.186415012625684,1200.0,0.0,0.0,0.0,0.0
c_s00-03_b00-05,single_cell,C,1,2,1.0207388945942006,1.0207389295584424,1.0204717615883718,1.021006097528513,0.2735877099469799,0.2735877099469799,0.2735877099469799,12.02448848436321,0.0,48.0,36.0,12.0,0.0
c_s00-03_b06-11,single_cell,C,1,2,1.0213555323943142,1.0213556095938676,1.020958499548994,1.0217527196387413,0.3944374585497784,0.3944374585497784,0.3944374585497784,13.466766031439697,0.0,48.0,36.0,12.0,0.0
c_s00-03_b12-17,single_cell,C,1,2,1.0158470989105357,1.015854121187358,1.012076930645755,1.0196313117289608,0.4385165077255268,0.4385165077255268,0.4385165077255268,13.765495383105355,0.0,48.0,36.0,12.0,0.0
c_s00-03_b18-23,single_cell,C,1,2,1.0181181155577286,1.0181213802190197,1.0155430799531353,1.020699680484904,0.2867041315144434,0.2867041315144434,0.2867041315144434,12.266822808902011,0.0,48.0,36.0,12.0,0.0
c_s00-03_b24-29,single_cell,C,1,2,1.0154808560039232,1.015480860801249,1.0153821532265102,1.0155795683759883,0.1771472416861481,0.1771472416861481,0.1771472416861481,10.544731984954206,0.0,48.0,36.0,12.0,0.0
c_s04-07_b00-05,single_cell,C,1,2,1.0234192677854559,1.0234343638091112,1.0178756453559443,1.0289930822622781,0.5288404959737382,0.5288404959737382,0.5288404959737382,16.757388556661844,0.0,48.0,48.0,0.0,0.0
c_s04-07_b06-11,single_cell,C,1,2,1.0263786868912572,1.0263860636671573,1.0224946904467185,1.0302774368875964,0.4288201477859259,0.4288201477859259,0.4288201477859259,15.568139268318347,0.0,48.0,48.0,0.0,0.0
c_s04-07_b12-17,single_cell,C,1,2,1.0250953081377214,1.0251024629783871,1.0212724710221106,1.0289324549346635,0.47818470021828835,0.47818470021828835,0.47818470021828835,15.834051396313749,0.0,48.0,48.0,0.0,0.0
c_s04-07_b18-23,single_cell,C,1,2,1.0265043013370074,1.0265079423575383,1.0237738868113628,1.029241997903714,0.49033920064512626,0.49033920064512626,0.49033920064512626,16.507061147973804,0.0,48.0,48.0,0.0,0.0
c_s04-07_b24-29,single_cell,C,1,2,1.0172696666371581,1.0172893563808687,1.0109600637089409,1.0236186490527963,0.5632594540244754,0.5632594540244754,0.5632594540244754,17.213302170251797,0.0,48.0,48.0,0.0,0.0
c_s08-11_b00-05,single_cell,C,1,2,1.0235206175656721,1.023539722178989,1.017286059554004,1.029793384803974,0.8331228955185712,0.8331228955185712,0.8331228955185712,23.155716216794147,0.0,48.0,48.0,0.0,0.0
c_s08-11_b06-11,single_cell,C,1,2,1.0062178626746834,1.0064201797619072,0.9862412039112487,1.0265991556125658,0.8815248615839226,0.8815248615839226,0.8815248615839226,24.841698546098684,0.0,48.0,48.0,0.0,0.0
c_s08-11_b12-17,single_cell,C,1,2,1.0249212073948004,1.0249328214457982,1.020053568508246,1.0298120743833503,0.8144767115574986,0.8144767115574986,0.8144767115574986,22.687058624536817,0.0,48.0,48.0,0.0,0.0
c_s08-11_b18-23,single_cell,C,1,2,1.026750637810678,1.0267545594146608,1.0239167725728058,1.0295923462565155,0.8745606554679893,0.8745606554679893,0.8745606554679893,24.547346115540396,0.0,48.0,48.0,0.0,0.0
c_s08-11_b24-29,single_cell,C,1,2,1.0273907221925822,1.0273958339174563,1.024154923003862,1.0306367448310507,0.8765138585811352,0.8765138585811352,0.8765138585811352,24.376884614827524,0.0,48.0,48.0,0.0,0.0
c_s12-15_b00-05,single_cell,C,1,2,1.0262771026651638,1.0262778242496193,1.0250608231282112,1.0274948253710274,0.9227019850325567,0.9227019850325567,0.9227019850325567,27.99506035426782,0.0,48.0,48.0,0.0,0.0
c_s12-15_b06-11,single_cell,C,1,2,1.024557018289185,1.0245615955520964,1.021499022347736,1.0276241687564565,0.9333082107610775,0.9333082107610775,0.9333082107610775,28.42551081321783,0.0,48.0,48.0,0.0,0.0
c_s12-15_b12-17,single_cell,C,1,2,1.0200675329758615,1.0200710831762088,1.017379819379484,1.0227623469729334,0.8989384429103202,0.8989384429103202,0.8989384429103202,26.312723307250625,0.0,48.0,48.0,0.0,0.0
c_s12-15_b18-23,single_cell,C,1,2,1.0223865779229178,1.0223866351261783,1.0220446297242969,1.02272864052806,0.9260412826125853,0.9260412826125853,0.9260412826125853,28.028446671961053,0.0,48.0,48.0,0.0,0.0
c_s12-15_b24-29,single_cell,C,1,2,1.0254927358668158,1.025492757684674,1.025281220192723,1.0257042951766249,0.9278468763266082,0.9278468763266082,0.9278468763266082,28.318875314694665,0.0,48.0,48.0,0.0,0.0
c_s16-19_b00-05,single_cell,C,1,2,1.0188220394236112,1.0188288639944587,1.0150997765789072,1.0225579514100103,0.7289287630174308,0.7289287630174308,0.7289287630174308,22.440671335603835,0.0,48.0,48.0,0.0,0.0
c_s16-19_b06-11,single_cell,C,1,2,1.023799698725347,1.023802323047508,1.021484227414746,1.02612041868027,0.9128212803986209,0.9128212803986209,0.9128212803986209,28.148584693680398,0.0,48.0,48.0,0.0,0.0
c_s16-19_b12-17,single_cell,C,1,2,1.0212748994967427,1.0212802497832292,1.0179744586203037,1.0245860409461545,0.8556844781759596,0.8556844781759596,0.8556844781759596,25.175590760558,0.0,48.0,48.0,0.0,0.0
c_s16-19_b18-23,single_cell,C,1,2,1.026578267903103,1.026578353509461,1.0261591122176261,1.0269975948012962,0.8307564032224642,0.8307564032224642,0.8307564032224642,24.658827101559307,0.0,48.0,48.0,0.0,0.0
c_s16-19_b24-29,single_cell,C,1,2,1.0184805457567065,1.0184841041282053,1.0157918417052378,1.0211763665511728,0.7150682282568855,0.7150682282568855,0.7150682282568855,21.978362977922473,0.0,48.0,48.0,0.0,0.0
dense,reference,,0,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,inf,0.0,0.0,0.0,0.0,0.0
q_s00-03_b00-05,single_cell,Q,1,2,1.0037397108743775,1.0038934269628506,0.9863262555047888,1.0214605984209122,0.9327852671690886,0.9327852671690886,0.9327852671690886,29.831404287425602,48.0,0.0,0.0,0.0,0.0
q_s00-03_b06-11,single_cell,Q,1,2,1.0027611572920543,1.002969007881871,0.9825510697429516,1.0233869460207905,0.7727557046029025,0.7727557046029025,0.7727557046029025,21.474569388910734,48.0,0.0,0.0,0.0,0.0
q_s00-03_b12-17,single_cell,Q,1,2,0.9868587457565307,0.9868650046351679,0.9833502788397404,0.9903797304305954,0.8094697178189164,0.8094697178189164,0.8094697178189164,22.476975063421282,48.0,0.0,0.0,0.0,0.0
q_s00-03_b18-23,single_cell,Q,1,2,1.0044813434699462,1.0046077624030652,0.98867079590046,1.0205447289056702,0.8537155717475917,0.8537155717475917,0.8537155717475917,24.08143202779211,48.0,0.0,0.0,0.0,0.0
q_s00-03_b24-29,single_cell,Q,1,2,1.0040570554770143,1.0042652381861017,0.9838177939493322,1.0247126824228714,0.9380312580652159,0.9380312580652159,0.9380312580652159,28.06702403351665,48.0,0.0,0.0,0.0,0.0
q_s04-07_b00-05,single_cell,Q,1,2,1.0038672041220396,1.004104279559695,0.9822859221904188,1.0259226369289713,0.9534771515678633,0.9534771515678633,0.9534771515678633,31.33588438228977,48.0,0.0,0.0,0.0,0.0
q_s04-07_b06-11,single_cell,Q,1,2,1.001632036584743,1.0018610809766293,0.9804393895690875,1.0232827723841709,0.9240039594907479,0.9240039594907479,0.9240039594907479,27.07503401749363,48.0,0.0,0.0,0.0,0.0
q_s04-07_b12-17,single_cell,Q,1,2,0.9969346552719563,0.9969960495156405,0.9859318790732164,1.0080602199580646,0.9406227891579357,0.9406227891579357,0.9406227891579357,29.208885878264926,48.0,0.0,0.0,0.0,0.0
q_s04-07_b18-23,single_cell,Q,1,2,1.0054816147379189,1.0056310421250978,0.988295664724037,1.0229664195261585,0.9487021731259576,0.9487021731259576,0.9487021731259576,29.18060746312718,48.0,0.0,0.0,0.0,0.0
q_s04-07_b24-29,single_cell,Q,1,2,1.0057200830654947,1.0058941987801118,0.9871791337730765,1.024609263787147,0.9664738866555546,0.9664738866555546,0.9664738866555546,33.17389813286021,48.0,0.0,0.0,0.0,0.0
q_s08-11_b00-05,single_cell,Q,1,2,1.005558617750686,1.005708613848027,0.9883396117048532,1.0230776159912005,0.9589105267195336,0.9589105267195336,0.9589105267195336,31.930895432976033,48.0,0.0,0.0,0.0,0.0
q_s08-11_b06-11,single_cell,Q,1,2,0.9963541880994993,0.9967435973810214,0.9688844736215205,1.0246027211405222,0.9509184900360983,0.9509184900360983,0.9509184900360983,30.36871617549665,48.0,0.0,0.0,0.0,0.0
q_s08-11_b12-17,single_cell,Q,1,2,1.0051840700665655,1.0053876152923396,0.9851578780812167,1.0256173525034622,0.9656000477942702,0.9656000477942702,0.9656000477942702,32.780023027757004,48.0,0.0,0.0,0.0,0.0
q_s08-11_b18-23,single_cell,Q,1,2,1.0054229412099591,1.0055817924646462,0.9877086107354144,1.023454974193878,0.9604278639810043,0.9604278639810043,0.9604278639810043,31.953089920568253,48.0,0.0,0.0,0.0,0.0
q_s08-11_b24-29,single_cell,Q,1,2,1.0065539898340636,1.0066744275275736,0.9911030246654119,1.0222458303897353,0.9708676597887785,0.9708676597887785,0.9708676597887785,34.98750256566118,48.0,0.0,0.0,0.0,0.0
q_s12-15_b00-05,single_cell,Q,1,2,1.0000534812029047,1.0003098573856684,0.9776637646346577,1.022955950136679,0.9696802181578981,0.9696802181578981,0.9696802181578981,34.386253788986046,48.0,0.0,0.0,0.0,0.0
q_s12-15_b06-11,single_cell,Q,1,2,1.0067816175165378,1.0069014168258168,0.9913695838167683,1.0224332498348652,0.9705810365577103,0.9705810365577103,0.9705810365577103,34.619046898681695,48.0,0.0,0.0,0.0,0.0
q_s12-15_b12-17,single_cell,Q,1,2,1.0054646469771806,1.0055931203428863,0.9895193105892411,1.0216669300965315,0.9706583248543237,0.9706583248543237,0.9706583248543237,34.69698575960754,48.0,0.0,0.0,0.0,0.0
q_s12-15_b18-23,single_cell,Q,1,2,1.0020953117558444,1.0021988607450112,0.9877925206284109,1.0166052008616115,0.9706673133743221,0.9706673133743221,0.9706673133743221,34.69316211095468,48.0,0.0,0.0,0.0,0.0
q_s12-15_b24-29,single_cell,Q,1,2,1.002436645843656,1.0024844238005604,0.9926971344688746,1.0122717131322463,0.9719512308755298,0.9719512308755298,0.9719512308755298,35.10417894370058,48.0,0.0,0.0,0.0,0.0
q_s16-19_b00-05,single_cell,Q,1,2,0.9897452321061434,0.9902772454589821,0.9578211459246059,1.0227333449933582,0.9671292858004823,0.9671292858004823,0.9671292858004823,33.93314166304326,48.0,0.0,0.0,0.0,0.0
q_s16-19_b06-11,single_cell,Q,1,2,1.007344962400935,1.0074857055548807,0.9906460611739907,1.024325349935771,0.9708239004266398,0.9708239004266398,0.9708239004266398,34.97425865041022,48.0,0.0,0.0,0.0,0.0
q_s16-19_b12-17,single_cell,Q,1,2,1.0063744931345255,1.0065238381354669,0.989185548047379,1.023862128223555,0.9686856055719693,0.9686856055719693,0.9686856055719693,34.34955929069832,48.0,0.0,0.0,0.0,0.0
q_s16-19_b18-23,single_cell,Q,1,2,1.0047202308523353,1.0048643900731975,0.9878438097890531,1.0218849703573418,0.9628112712772227,0.9628112712772227,0.9628112712772227,33.01650668723232,48.0,0.0,0.0,0.0,0.0
q_s16-19_b24-29,single_cell,Q,1,2,0.997472409635063,0.9978422623197915,0.9706766132699229,1.02500791136966,0.9614077681024726,0.9614077681024726,0.9614077681024726,32.873548971356186,48.0,0.0,0.0,0.0,0.0
